#CODE;ENGLISH;FRENCH;GERMAN;;SPANISH;;;;;;;;;x
b_annuminas;Annúminas;;;;;;;;;;;;;x
b_adannon;Adannon;;;;;;;;;;;;;x
b_ariant;Ariant;;;;;;;;;;;;;x
b_clorhir;Clorhir;;;;;;;;;;;;;x
b_gaerannon;Gaerannon;;;;;;;;;;;;;x
b_menelband;Menelband;;;;;;;;;;;;;x
b_tyl_annun;Tyl Annûn;;;;;;;;;;;;;x
b_arthobel;Arthobel;;;;;;;;;;;;;x
b_maegoth;Maegoth;;;;;;;;;;;;;x
b_annumenyar;Annumenyar;;;;;;;;;;;;;x
b_evendim;Evendim;;;;;;;;;;;;;x
b_amancalos;Amancalos;;;;;;;;;;;;;x
b_balgrist;Balgrist;;;;;;;;;;;;;x
b_tinnudir;Tinnudir;;;;;;;;;;;;;x
b_barandalf;Barandalf;;;;;;;;;;;;;x
b_firaen;Firaen;;;;;;;;;;;;;x
b_rildolach;Rildolach;;;;;;;;;;;;;x
b_carastar;Carastar;;;;;;;;;;;;;x
b_gamvila;Gamvila;;;;;;;;;;;;;x
b_tenavur;Tenavur;;;;;;;;;;;;;x
b_last_homely_house;Last Homely House;;;;;;;;;;;;;x
b_forges_of_rivendell;Gates of Rivendell;;;;;;;;;;;;;x
b_hidhuinen;Hidhuinen;;;;;;;;;;;;;x
b_imdolen;Imdolen;;;;;;;;;;;;;x
b_gates_of_rivendell;Gates of Rivendell;;;;;;;;;;;;;x
b_bridge_of_rivendell;Bridge of Rivendell;;;;;;;;;;;;;x
b_imlad_gelair;Imlad Gelair;;;;;;;;;;;;;x
